Date_Time,Day_of_Week,Object_1,Object_2,Street_Number,Street_Name,Cross_Street,Near_Street,Location,May_involve_cyclist,May_Involve_Pedestrian,Manner_of_Collision,First_Harmful_Event_Location,First_Harmful_Event,Ambient_Light,Weather_Condition_1,Weather_Condition_2,Traffic_Control_Device_Type,Traffic_Control_Device_Functionality,Road_Surface_Condition,Roadway_Junction_Type,Trafficway_Description,School_Bus_Related,Work_Zone,Speed_Limit,Street_or_Intersection,Intersection_Name_1,Intersection_Direction_1,Intersection_Name_2,Intersection_Direction_2,Intersection_Name_3,Intersection_Direction_3,Street_Direction,Nearest_Intersection_Distance,Nearest_Intersection_Direction,Landmark_Distance,Landmark_Direction,Landmark,Mile_Marker_Direction,Non_Public_Area,Road_Contributing,Damaged_Property_Type,Description_of_Damaged_Property,V1_Registration_Type,v1_State_Code,V1_Configuration,V1_Emergency_Response,V1_Moped,V1_Hit_and_Run,V1_Action_Prior_to_Crash,V1_Model_Year,V1_Most_Harmful_Event,V1_Model,V1_Make,V1_Occupant_Count,V1_Underride_Override,V1_First_Event,V1_Second_Event,V1_Third_Event,V1_Fourth_Event,V1_Most_Damaged_Area,V1_Second_Damaged_Area,V1_Third_Damaged_Area,V1_Towed,V1_Travel_Direction,V1_Interstate,V1_Cargo_Body_Type,V1_Gross_Weight,V1_Haz_Placard,V1_Haz_Release,V1_Trailer_Reg_Type,V1_Trailer_Reg_Plate,V1_Trailer_Reg_State,V1_Trailer_Reg_Year,V1_Trailer_Len,V1_Driver_Contribution,V1_Driver_Contribution_2,V1_Is_Truck,V1_Has_Trailer,V1_Is_Bus,V1_Is_Hazmat,V1_Reg_Year,V1_Driver_Distracted,V1_Bus_Use,V1_Tow_Use,V2_Registration_Type,V2_State_Code,V2_Configuration,V2_Emergency_Response,V2_Moped,V2_Hit_and_Run,V2_Action_Prior_to_Crash,V2_Model_Year,V2_Most_Harmful_Event,V2_Model,V2_Make,V2_Occupant_Count,V2_Underride_Override,V2_First_Event,V2_Second_Event,V2_Third_Event,V2_Fourth_Event,V2_Most_Damaged_Area,V2_Second_Damaged_Area,V2_Third_Damaged_Area,V2_Towed,V2_Travel_Direction,V2_Interstate,V2_Cargo_Body_Type,V2_Gross_Weight,V2_Haz_Placard,V2_Haz_Release,V2_Trailer_Reg_Type,V2_Trailer_Reg_Plate,V2_Trailer_Reg_State,V2_Trailer_Reg_Year,V2_Trailer_Len,V2_Driver_Contribution,V2_Driver_Contribution_2,V2_Is_Truck,V2_Has_Trailer,V2_Is_Bus,V2_Is_Hazmat,V2_Reg_Year,V2_Driver_Distracted,V2_Bus_Use,V2_Tow_Use,P1_Role,P1_Injury,P1_Drivers_Lic_State,P1_Drivers_Lic_Class_1,P1_Drivers_Lic_Class_2,P1_Drivers_Lic_Restrict,P1_Non_Motorist_Desc,P1_Non_Motorist_Action,P1_Non_Motorist_Location,P1_Safety_Equipment,P1_Age,P1_Sex,P1_Seat_Position,P1_Safety_System,P1_Trapped,P1_Veh_Owner,P2_Role,P2_Injury,P2_Drivers_Lic_State,P2_Drivers_Lic_Class_1,P2_Drivers_Lic_Class_2,P2_Drivers_Lic_Restrict,P2_Non_Motorist_Desc,P2_Non_Motorist_Action,P2_Non_Motorist_Location,P2_Safety_Equipment,P2_Age,P2_Sex,P2_Seat_Position,P2_Safety_System,P2_Trapped,P2_Veh_Owner,Latitude,Longitude,Date
08/27/2023 05:36:00 PM,Sunday,PASSENGER CAR ,,,SIDNEY STREET ,FRANKLIN STREET ,,"SIDNEY STREET
Cambridge, MA
(42.358956267, -71.104150574)",1.000000000000000,,ANGLE ,ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,,STOP SIGNS,YES ,DRY ,T-INTERSECTION,"TWO-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,SIDNEY STREET ,SOUTHBOUND,FRANKLIN STREET ,EASTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2014,COLLISION WITH PEDALCYCLE ,RAV4,TOYT,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,RIGHT FRONT ,RIGHT SIDE,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,,,,,WITNESS ,NO APPARENT INJURY,,,,,,,,,,MALE,,,,,42.358956267000003,-71.104150574000002,8/27/2023 17:36:00
08/21/2023 05:52:00 PM,Monday,PASSENGER CAR ,OTHER ,,HURON AVENUE,RESERVOIR STREET,,"HURON AVENUE
Cambridge, MA
(42.381380739, -71.136427601)",,,ANGLE ,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLOUDY,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,FOUR WAY INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,HURON AVENUE,WESTBOUND ,RESERVOIR STREET,NORTHBOUND,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2022,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,HIGHLANDER,TOYOTA,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT FRONT,CENTER FRONT,,N,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,NO IMPROPER DRIVING ,,,,,,NOT DISTRACTED,,NO,,MA,OTHER ,N,,,TRAVELING STRAIGHT AHEAD,2023,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,RUGBY ,WOLF,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,OTHER ,,,Y,NORTHBOUND,,,,,,,,,,,"DISREGARDED TRAFFIC SIGNS, SIGNALS, ROAD MARKINGS ",,,,,,,NOT DISTRACTED,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,,OCCUPANT/PASSENGER,NO APPARENT INJURY,,,,,,,,,,FEMALE,FRONT SEAT - RIGHT SIDE ,SHOULDER AND LAP BELT USED,NOT TRAPPED ,,42.381380739000001,-71.136427600999994,8/21/2023 17:52:00
08/15/2023 12:08:00 AM,Tuesday,PASSENGER CAR ,PASSENGER CAR ,1008,CAMBRIDGE STREET,,,"1008 CAMBRIDGE STREET
Cambridge, MA
(42.372664349, -71.093877391)",,,REAR-END,ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DARK - LIGHTED ROADWAY,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,WESTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2020,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,HRV ,HONDA ,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT REAR,REAR CENTER ,LEFT REAR ,N,WESTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2014,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,EQUINO,CHEV,1.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT FRONT ,CENTER FRONT,LEFT FRONT,N,WESTBOUND ,,,,,,,,,,,DISTRACTED,,,,,,,OTHER ACTIVITY,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,42.372664348999997,-71.093877391000007,8/15/2023 0:08:00
08/06/2023 04:43:00 PM,Sunday,PASSENGER CAR ,,2333,MASSACHUSETTS AVE ,,SHEA ROAD ,"2333 MASSACHUSETTS AVE
Cambridge, MA
(42.395988043, -71.128300862)",1.000000000000000,,"SIDESWIPE, SAME DIRECTION ",ROADSIDE,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER ",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,EASTBOUND ,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2010,COLLISION WITH PEDALCYCLE ,ALTIMA,NISSAN,2.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,LEFT SIDE ,,,N,NORTHBOUND,,,,,,,,,,,OTHER IMPROPER ACTION ,,,,,,,NOT DISTRACTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,NON-MOTORIST,POSSIBLE INJURY ,MASSACHUSETTS ,,,,CYCLIST ,"WALKING, RUNNING OR CYCLING ",SHARED-USE PATH OR TRAILS ,HELMET,,MALE,,,,,42.395988043000003,-71.128300862000003,8/6/2023 16:43:00
08/17/2023 06:59:00 PM,Thursday,PASSENGER CAR ,,43,HOMER AVE ,,,"43 HOMER AVE
Cambridge, MA
(42.376312908, -71.148022977)",,,ANGLE ,SHOULDER - PAVED,COLLISION WITH PARKED MOTOR VEHICLE ,UNKNOWN ,UNKNOWN ,,NO CONTROLS ,,UNKNOWN ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,NORTHBOUND,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2020,COLLISION WITH PARKED MOTOR VEHICLE ,FORESTER,SUBARU,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT FRONT,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,,,,,,,,,,,,,,,,,42.376312908000003,-71.148022976999997,8/17/2023 18:59:00
08/31/2023 03:50:00 PM,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,,,,,,,SINGLE VEHICLE CRASH,OUTSIDE ROADWAY ,COLLISION WITH UTILITY POLE ,DAYLIGHT,CLEAR ,CLEAR ,STOP SIGNS,YES ,DRY ,T-INTERSECTION,UNKNOWN ,NO,NO,20,NON INTERSECTION,,,,,,,SOUTHBOUND,,,,,,,,UNKNOWN ,MUNICIPAL ,UTILITY POLE,UNKNOWN ,,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,,UNKNOWN ,UNKN,COLLISION WITH UTILITY POLE ,UNKNOWN ,UNKNOWN ,1.000000000000000,,UNKNOWN ,UNKNOWN ,UNKNOWN ,UNKNOWN ,UNKNOWN ,UNKNOWN ,UNKNOWN ,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,UNKNOWN ,,,,,,UNKNOWN ,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/31/2023 15:50:00
08/09/2023 03:54:00 PM,Wednesday,PASSENGER CAR ,,1899,MASSACHUSETTS AVE ,,,"1899 MASSACHUSETTS AVE
Cambridge, MA
(42.388411598, -71.119178082)",,,ANGLE ,OUTSIDE ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,NOT AT INTERSECTION ,"TWO-WAY, NOT DIVIDED",NO,NO,10,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,NY,PASSENGER CAR ,N,,Y,PARKED,2023,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,GLADIATOR ,JEEP,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,RIGHT REAR,,,N,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNINVOLVED OWNER,,,,,,,,,,,UNKNOWN ,,,,Y,WITNESS ,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,,,,,42.388411597999998,-71.119178082000005,8/9/2023 15:54:00
08/16/2023 02:58:00 PM,Wednesday,PASSENGER CAR ,,115,PROSPECT ST ,,,"115 PROSPECT ST
Cambridge, MA
(42.368115951, -71.102401619)",,,SINGLE VEHICLE CRASH,OUTSIDE ROADWAY ,COLLISION WITH CURB ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,YES ,DRY ,NOT AT INTERSECTION ,UNKNOWN ,NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,Y,,,OTHER ,2013,COLLISION WITH CURB ,FIT ,HONDA ,1.000000000000000,,COLLISION WITH CURB ,,,,RIGHT FRONT ,CENTER FRONT,LEFT FRONT,Y,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,SUSPECTED SERIOUS INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ","D, CLASS D VEHICLES ",NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,,,,,,,,,,,,,,,,,42.368115951000000,-71.102401619000005,8/16/2023 14:58:00
08/01/2023 07:08:00 PM,Tuesday,PASSENGER CAR ,,,MASSACHUSETTS AVENUE,,WINDSOR STREET,,,,SINGLE VEHICLE CRASH,UNKNOWN ,COLLISION WITH CURB ,DAYLIGHT,CLEAR ,,STOP SIGNS,YES ,DRY ,T-INTERSECTION,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,SOUTHBOUND,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TURNING LEFT,2012,COLLISION WITH CURB ,TL,ACURA ,1.000000000000000,,COLLISION WITH CURB ,,,,CENTER FRONT,RIGHT FRONT ,,Y,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,WITNESS ,,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,,,,,,,FEMALE,,,,,,,8/1/2023 19:08:00
08/24/2023 07:44:00 PM,Thursday,,,,PORTER SQ SHOPPING CENTER ,MASS AVE,,"PORTER SQ SHOPPING CENTER
Cambridge, MA
(42.389149, -71.119036)",1.000000000000000,,ANGLE ,OUTSIDE ROADWAY ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLOUDY,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,T-INTERSECTION,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER ",NO,NO,25,INTERSECTION,PORTER SQ SHOPPING CENTER ,WESTBOUND ,MASS AVE,EASTBOUND ,,,,,,,,,,OFF-STREET PARKING LOT,NONE,,,,MA,,N,,Y,TURNING LEFT,,COLLISION WITH PEDALCYCLE ,UNKNOWN ,UNKNOWN ,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,LEFT FRONT,,,N,WESTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,SUSPECTED MINOR INJURY,,,,,CYCLIST ,ENTERING OR CROSSING SPECIFIED LOCATION ,MARKED CROSSWALK AT INTERSECTION,HELMET,,MALE,,,,,WITNESS ,,,,,,,,,,,FEMALE,,,,,42.389149000000003,-71.119035999999994,8/24/2023 19:44:00
08/04/2023 09:08:00 PM,Friday,PASSENGER CAR ,PASSENGER CAR ,1768,MASSACHUSETTS AVE ,,,"1768 MASSACHUSETTS AVE
Cambridge, MA
(42.385360544, -71.119635483)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,CLEAR ,NO CONTROLS ,YES ,DRY ,NOT AT INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2023,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,NIRO,KIA ,2.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,RIGHT FRONT ,,,N,EASTBOUND ,,,,,,,,,,,UNKNOWN ,UNKNOWN ,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,PAN ,MA,PASSENGER CAR ,N,,,ENTERING TRAFFIC LANE ,2021,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CRV ,HONDA ,3.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,LEFT SIDE ,LEFT REAR ,NONE,N,EASTBOUND ,,,,,,,,,,,UNKNOWN ,UNKNOWN ,,,,,,UNKNOWN ,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,,OCCUPANT/PASSENGER,UNKNOWN ,CALIFORNIA,"C, CLASS C VEHICLES ",,NONE,,,,,,FEMALE,FRONT SEAT - RIGHT SIDE ,UNKNOWN ,NOT TRAPPED ,,42.385360544000001,-71.119635482999996,8/4/2023 21:08:00
08/01/2023 01:31:00 PM,Tuesday,PASSENGER CAR ,,,WALDEN STREET ,RICHDALE AVE,,"WALDEN STREET
Cambridge, MA
(42.384478453, -71.133391991)",1.000000000000000,,"SIDESWIPE, SAME DIRECTION ",UNKNOWN ,COLLISION WITH PEDALCYCLE ,DAYLIGHT,CLEAR ,,STOP SIGNS,YES ,DRY ,FOUR WAY INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,INTERSECTION,WALDEN STREET ,NORTHBOUND,RICHDALE AVE,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,2008,UNKNOWN ,ALTIMA,NISSAN,1.000000000000000,,COLLISION WITH PEDALCYCLE ,,,,UNKNOWN ,,,N,NORTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NON-MOTORIST,NO APPARENT INJURY,,,,,CYCLIST ,"WALKING, RUNNING OR CYCLING ",IN ROADWAY,UNKNOWN ,,FEMALE,,,,,,,,,,,,,,,,,,,,,42.384478453000000,-71.133391990999996,8/1/2023 13:31:00
08/04/2023 11:30:00 AM,Friday,PASSENGER CAR ,PASSENGER CAR ,,BROOKLINE STREET,GREEN STREET,,"BROOKLINE STREET
Cambridge, MA
(42.359235546, -71.106039559)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,,DRY ,FOUR WAY INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,INTERSECTION,BROOKLINE STREET,NORTHBOUND,GREEN STREET,WESTBOUND ,,,,,,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,Y,TRAVELING STRAIGHT AHEAD,2013,COLLISION WITH PARKED MOTOR VEHICLE ,CRV ,HONDA ,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,NORTHBOUND,,,,,,,,,,,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, ",,,,,,,UNKNOWN ,,,PAN ,MA,PASSENGER CAR ,N,,Y,PARKED,2021,COLLISION WITH PARKED MOTOR VEHICLE ,S580,MERCEDES,0.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT REAR ,,,N,NORTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",UNKNOWN ,NOT TRAPPED ,Y,UNINVOLVED OWNER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,42.359235546000001,-71.106039558999996,8/4/2023 11:30:00
08/23/2023 12:39:00 PM,Wednesday,PASSENGER CAR ,PASSENGER CAR ,20,REED ST ,,RINDGE AVE,"20 REED ST
Cambridge, MA
(42.394039334, -71.132282769)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH PARKED MOTOR VEHICLE ,DAYLIGHT,CLEAR ,,NO CONTROLS ,YES ,DRY ,NOT AT INTERSECTION ,"ONE-WAY, NOT DIVIDED",NO,NO,25,NON INTERSECTION,,,,,,,SOUTHBOUND,,WESTBOUND ,,,,,,NONE,,,PAN ,MA,PASSENGER CAR ,N,,,TRAVELING STRAIGHT AHEAD,2018,COLLISION WITH PARKED MOTOR VEHICLE ,EXPLOR,FORD,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,RIGHT FRONT ,,,N,SOUTHBOUND,,,,,,,,,,,UNKNOWN ,,,,,,,NOT DISTRACTED,,YES VEHICLE OR TRAILER DISABLED ,PAN ,MA,PASSENGER CAR ,N,,,PARKED,2007,COLLISION WITH PARKED MOTOR VEHICLE ,PRIUS ,TOYT,,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,LEFT REAR ,,,N,SOUTHBOUND,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,YES VEHICLE OR TRAILER DISABLED ,OPERATOR/DRIVER ,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,FEMALE,"FRONT SEAT - LEFT SIDE, OR MOTORCYLE DRIVER ",SHOULDER AND LAP BELT USED,NOT TRAPPED ,Y,UNINVOLVED OWNER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,NONE,,,,,,MALE,,,,Y,42.394039333999999,-71.132282769000000,8/23/2023 12:39:00
08/18/2023 07:37:00 PM,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",TRUCK TRAILER ,90,HAMPSHIRE STREET,,,"90 HAMPSHIRE STREET
Cambridge, MA
(42.368418203, -71.094586417)",,,"SIDESWIPE, SAME DIRECTION ",ROADWAY ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,DAYLIGHT,CLEAR ,,TRAFFIC CONTROL SIGNAL,YES ,DRY ,FOUR WAY INTERSECTION ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO,NO,25,NON INTERSECTION,,,,,,,EASTBOUND ,,,,,,,,UNKNOWN ,,,PAN ,MA,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",N,,Y,PARKED,2005,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,CARAVA,DODG,0.000000000000000,,COLLISION WITH MOTOR VEHICLE IN TRAFFIC ,,,,LEFT REAR ,LEFT SIDE ,,N,EASTBOUND ,,,,,,,,,,,NO IMPROPER DRIVING ,,,,,,,NOT DISTRACTED,,,TRN ,MA,TRUCK TRAILER ,N,,Y,TURNING RIGHT ,2022,COLLISION WITH PARKED MOTOR VEHICLE ,TR,KAUF,1.000000000000000,,COLLISION WITH PARKED MOTOR VEHICLE ,,,,UNKNOWN ,,,N,EASTBOUND ,,,,,,,,,,,UNKNOWN ,,,,,,,UNKNOWN ,,,UNINVOLVED OWNER,NO APPARENT INJURY,MASSACHUSETTS ,"D, CLASS D VEHICLES ",,CORRECTIVE LENSES ,,,,,,MALE,,,,Y,UNINVOLVED OWNER,NO APPARENT INJURY,,UNKNOWN ,,UNKNOWN ,,,,,,UNKNOWN ,,,,Y,42.368418202999997,-71.094586417000002,8/18/2023 19:37:00
